,selfies,carbons,nitrogens,oxygens,hydrogens
8534,[C][C][=N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][Ring1][O],6,3,3,7
8535,[O][=C][N][C][=Branch1][C][=O][C][=C][Branch1][Ring2][N][Ring1][#Branch1][N][C][=Branch1][C][=O][N][Ring1][#Branch1],5,4,3,4
8536,[O][=C][N][C][=Branch1][C][=S][C][=C][Branch1][Ring2][N][Ring1][#Branch1][N][C][=Branch1][C][=O][N][Ring1][#Branch1],5,4,2,4
8537,[O][=C][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][Ring1][N],9,2,2,8
8538,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][Ring1][#Branch1][=O],10,1,3,9
8539,[C][N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Ring1][O][C][=C][C][=C][Ring1][=Branch1],14,1,1,11
8540,[N][C][=N][C][=Branch1][C][=O][N][N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],8,4,1,8
8541,[C][C][=C][C][C][Branch1][Branch1][C][C][=C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][N][=O],12,2,3,16
8542,[N][C][=N][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][N],8,4,1,8
8543,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][#Branch2][=O],8,2,2,12
8544,[C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=N][Ring1][=Branch1][=N][N][Ring1][N][C],10,3,1,11
8545,[N][C][=N][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][Ring1][N],8,3,2,7
8546,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][O][O][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][=C][Ring1][=N][O][Ring1][S],15,0,5,12
8547,[C][C][C][C][Branch1][C][C][Branch1][=Branch2][N][C][=Branch1][C][=O][N][Ring1][Branch2][N][C][=Branch1][C][=O][N][Ring1][N],7,4,2,12
8548,[C][C][C][Branch1][Ring1][C][C][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][C][Branch1][Ring1][C][C][N][C][Ring1][=N][=O],12,2,2,22
8549,[C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][N],7,2,4,8
8550,[C][C][N][Branch1][Ring1][C][C][S][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][C],8,2,1,20
8551,[C][C][Branch1][C][C][C][Branch1][=Branch1][N][C][C][C][#N][C][=Branch1][C][=O][O],8,2,2,14
8552,[C][C][C][Branch1][C][C][C][Branch1][=Branch1][N][C][C][C][#N][C][=Branch1][C][=O][O],9,2,2,16
8553,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Branch1][Branch1][C][C][C][#N][C][C][C][#N],9,3,2,13
8554,[C][Branch1][=Branch2][C][C][O][N+1][=Branch1][C][=O][O][C][O][N+1][=Branch1][C][=O][O],4,2,6,10
8555,[C][C][C][C][O][P][=Branch1][C][=O][Branch1][=Branch1][O][C][C][C][C][O][C][C][C][C],12,0,4,27
8556,[C][C][Branch1][=Branch2][C][C][O][N+1][=Branch1][C][=O][O][O][N+1][=Branch1][C][=O][O],4,2,6,10
8557,[N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O],6,3,4,11
8558,[C][C][Branch1][N][C][C][Branch1][C][C][O][N+1][=Branch1][C][=O][O][O][N+1][=Branch1][C][=O][O],5,2,6,12
8559,[C][Branch1][=Branch2][C][C][O][N+1][=Branch1][C][=O][O][C][C][O][N+1][=Branch1][C][=O][O],5,2,6,12
8560,[C][C][Branch1][C][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Branch1][Branch1][C][C][C][#N][C][C][C][#N],12,3,2,19
8561,[C][C][Branch1][=N][C][C][C][Branch1][C][C][O][N+1][=Branch1][C][=O][O][O][N+1][=Branch1][C][=O][O],6,2,6,14
8562,[C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][=N][N][C][Branch1][C][N][=O],7,3,5,15
8563,[N][C][Branch1][S][C][S][C][C][S][C][C][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],8,2,4,16
8564,[N][C][Branch1][P][C][S][C][C][C][S][C][C][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],9,2,4,18
8565,[N][C][Branch2][Ring1][C][C][S][C][C][C][C][S][C][C][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],10,2,4,20
8566,[N][C][Branch2][Ring1][Ring1][C][S][C][C][C][C][C][S][C][C][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],11,2,4,22
8567,[N][C][Branch2][Ring1][Ring2][C][S][C][C][C][C][C][C][S][C][C][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],12,2,4,24
8568,[N][C][=C][N][C][=Branch1][C][=O][N][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][Ring1][O],5,5,2,5
8569,[C][C][Branch1][C][C][C][C][Branch1][P][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],16,4,5,30
8570,[C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O],9,0,3,18
8571,[C][C][C][Branch1][C][C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][O],8,1,3,15
8572,[C][C][Branch1][O][C][Branch1][C][C][O][N+1][=Branch1][C][=O][O][O][N+1][=Branch1][C][=O][O],4,2,6,10
8573,[C][C][C][C][C][Branch1][#Branch1][N][C][Branch1][C][N][=O][C][=Branch1][C][=O][O],7,2,3,14
8574,[C][S][C][C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][O],7,1,3,13
8575,[O][=S][Branch1][Ring2][C][C][Cl][C][C][S][=Branch1][C][=O][C][C][Cl],8,0,2,12
8576,[C][C][Branch1][N][S][S][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],6,0,4,10
8577,[C][C][Branch1][C][C][C][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][O],8,2,3,16
8578,[C][C][C][Branch1][N][S][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],8,0,4,14
8579,[C][C][Branch1][=N][S][C][S][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],7,0,4,12
8580,[C][S][C][Branch1][=N][C][C][C][Branch1][Ring1][S][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],8,0,4,14
8581,[C][C][Branch1][C][C][C][Branch1][C][N][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],10,2,3,20
8582,[N][C][Branch1][=N][C][S][C][C][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],6,2,4,12
8583,[C][C][Branch1][C][C][C][C][Branch1][C][N][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C],11,2,3,22
8584,[C][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],7,1,5,11
8585,[N][C][=Branch1][C][=O][N][N][=C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][O],6,3,5,13
8586,[C][C][S][C][=Branch1][C][=S][O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],7,0,5,10
8587,[C][C][O][C][=Branch1][C][=S][S][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][O],7,1,4,11
8588,[C][C][O][C][=Branch1][C][=S][S][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],7,0,5,10
8589,[C][C][S][C][Branch1][=C][C][C][C][Branch1][Ring2][S][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],10,0,4,18
8590,[C][C][Branch1][C][C][C][C][Branch1][C][N][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O],12,2,3,24
8591,[N][C][Branch1][S][C][C][S][S][C][C][C][Branch1][C][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],8,2,4,16
8592,[C][=C][C][S][C][Branch1][#C][C][C][C][Branch1][Branch1][S][C][C][=C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],12,0,4,18
8593,[C][C][Branch1][C][C][C][C][Branch1][C][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O],10,3,4,19
8594,[C][C][Branch1][C][C][C][C][Branch1][C][Br][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O],12,2,4,21
8595,[C][C][Branch1][C][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][O],10,3,4,19
8596,[C][O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O],16,0,11,24
8597,[C][=C][Branch1][=N][S][C][=Branch1][Ring2][=C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][N],5,3,3,5
8598,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=N][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],7,2,2,6
8599,[O][C][=Branch1][C][=S][C][C][C][C][C][C][C][Branch1][C][O][=S],8,0,2,14
8600,[C][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C][C][C],8,2,2,16
8601,[C][C][N][Branch1][Ring1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][C],8,2,2,20
8602,[C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O],13,0,3,26
8603,[N][C][=Branch1][C][=O][N][C][C][C][C][C][C][=Branch1][C][=O][O],7,2,3,14
8604,[O][C][=Branch1][C][=S][C][C][C][C][C][C][C][C][Branch1][C][O][=S],9,0,2,16
8605,[O][C][=Branch1][C][=S][C][C][C][C][C][C][C][C][C][Branch1][C][O][=S],10,0,2,18
8606,[C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][#N][C][=Branch1][C][=O][C][C][Branch1][C][C][C],9,1,3,13
8607,[C][C][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C][C][C][C],10,2,2,20
8608,[C][C][O][C][=Branch1][C][=O][C][N][C][Branch1][C][C][=C][C][Branch1][C][C][=O],9,1,3,15
8609,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=C][=O],12,2,2,14
8610,[C][C][C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O][O][N+1][=Branch1][C][=O][O],4,2,6,10
8611,[C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O][C][Branch1][C][C][=O],13,0,4,24
8612,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Ring2][N][Ring1][#Branch1][C][Branch1][C][C][=N][C][=C][Ring1][Branch2],13,2,1,12
8613,[C][C][C][C][Branch1][C][C][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C][O][C][Branch1][C][N][=O],9,2,4,18
8614,[C][C][Branch1][=Branch2][C][=N][N][C][Branch1][C][N][=O][=N][N][C][Branch1][C][N][=O],5,6,2,10
8615,[C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][C],8,1,4,19
8616,[C][C][Branch1][C][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][O],12,2,4,24
8617,[C][C][Branch1][S][C][O][P][=Branch1][C][=O][Branch1][Ring2][O][Ring1][#Branch1][O][C][Ring1][Branch2][N+1][=Branch1][C][=O][O-1],4,1,6,6
8618,[C][C][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][C][C][C],12,1,4,27
8619,[C][C][=Branch1][C][=O][O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O],10,0,8,14
8620,[O][=C][Branch1][P][N][C][C][C][C][C][C][N][C][=Branch1][C][=O][O][C][C][O][O][C][C][O],12,2,6,24
8621,[C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C],22,0,4,42
8622,[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][O][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C],10,0,6,22
8623,[O][=C][Branch2][Ring1][Ring1][N][C][C][C][C][C][C][N][C][=Branch1][C][=O][O][C][C][C][C][O][O][C][C][C][C][O],16,2,6,32
8624,[C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][C],13,0,6,28
8625,[N][C][=N][C][=C][Branch1][#Branch2][N][=C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][N],6,5,2,5
8626,[C][C][=N][C][=C][Branch1][Branch2][N][=C][N][C][Ring1][=Branch1][=O][N][C][Ring1][O][=O],7,4,2,6
8627,[O][=C][Branch1][C][O][C][=C][C][Branch1][=C][N][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][Branch1][C][Cl][C][=C][Ring1][S],14,2,3,9
8628,[C][C][=Branch1][=C][=N][N][C][=Branch1][C][=O][C][=N][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][O],7,3,3,7
8629,[O][=C][C][=N][C][=C][Branch1][Ring2][N][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][=Branch2],6,4,3,4
8630,[O][=C][Branch1][C][O][C][=C][C][=C][C][Branch1][=C][N][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][Ring1][#C],13,2,3,10
8631,[O][=C][Branch1][C][O][C][=C][Branch1][=C][N][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][#C],13,2,3,10
8632,[C][C][C][C][C][C][C][C][N][Branch1][C][C][N][=N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],16,3,2,25
8633,[O][=C][Branch1][C][O][C][=C][Branch1][=C][N][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Cl][=C][Ring1][S],14,2,3,9
8634,[C][C][=Branch1][#C][=N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],9,3,3,9
8635,[C][N][C][=Branch1][C][=O][N][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],6,4,3,6
8636,[C][O][C][=C][Branch1][Ring1][O][C][C][=C][Branch1][#Branch1][C][O][C][Ring1][Branch1][=O][C][Branch1][C][N][=C][Ring1][=N],10,1,4,11
8637,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1],10,1,2,7
8638,[C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][C][Cl][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][=C][Ring1][=C],13,0,2,15
8639,[O][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][O],10,0,2,2
8640,[C][O][C][=C][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N+1][=Branch1][C][=O][O-1],11,1,3,9
8641,[C][Branch1][#Branch2][C][C][C][O][N+1][=Branch1][C][=O][O][C][C][C][O][N+1][=Branch1][C][=O][O],7,2,6,16
8642,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],13,1,2,9
8643,[C][Branch1][O][C][C][C][C][O][N+1][=Branch1][C][=O][O][C][C][C][O][N+1][=Branch1][C][=O][O],8,2,6,18
8644,[C][O][P][=Branch1][C][=O][Branch1][Ring1][O][C][O][C][=Branch1][Ring1][=C][Cl][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2],14,0,4,9
8645,[C][C][O][C][=Branch1][C][=O][N][C][C][Branch1][C][C][N][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][#Branch2][C],10,3,3,19
8646,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],18,1,6,14
8647,[O][=C][C][=C][C][=C][Branch1][Ring2][O][Ring1][=Branch1][C][Branch1][C][O][=C][O][C][=C][C][Ring1][Branch1][=C][Ring1][O],11,0,4,6
8648,[O][=C][O][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][Branch1][C][Br][C][Ring1][=N][=O],10,0,3,6
8649,[O][=C][N][C][=Branch1][C][=S][S][C][Ring1][=Branch1][=C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],10,1,3,7
8650,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],9,0,4,8
8651,[C][Branch1][#Branch2][C][C][C][O][N+1][=Branch1][C][=O][O][C][C][O][N+1][=Branch1][C][=O][O],6,2,6,14
8652,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],8,1,4,7
8653,[C][C][C][C][C][C][=C][Branch1][#Branch2][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][C][Ring1][O][C][Ring1][#C][C][C][C][Ring2][Ring1][C][=O],18,0,2,22
8654,[N][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1],8,2,3,8
8655,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][=C][C][=Branch1][C][=O][O][Ring1][#Branch2],14,1,2,17
8656,[N][C][=C][C][=C][C][=N][C][Ring1][=Branch1][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][=C],9,2,3,8
8657,[N][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][=C][Ring1][#Branch2][C][=C][C][=N][Ring1][=Branch1],9,2,3,8
8658,[C][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][O],9,0,3,9
8659,[C][C][=C][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][N+1][=Branch1][C][=O][O-1],11,1,2,9
8660,[C][C][C][Branch1][Ring2][C][C][O][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][O][=O],8,2,3,12
8661,[C][O][C][=C][C][=C][O][C][Ring1][Branch1][=C][C][=C][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][O][Ring1][#Branch1],12,0,4,8
8662,[N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][=C][C][C][=C][N][Ring1][Branch1][C][=C][Ring1][#C],10,3,2,11
8663,[C][O][C][=C][O][C][=C][C][Ring1][Branch1][=C][C][=C][Ring1][=Branch2][O][C][=Branch1][C][=O][C][=C][Ring1][#Branch1],12,0,4,8
8664,[C][C][=C][C][=Branch1][C][=O][N][Branch1][C][O][C][=C][Ring1][Branch2][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],14,1,2,11
8665,[O][=C][Branch1][C][O][C][S][C][=Branch1][C][=S][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],10,0,3,10
8666,[C][C][C][C][C][C][C][C][C][Branch1][Branch2][C][O][N+1][=Branch1][C][=O][O][O][N+1][=Branch1][C][=O][O],10,2,6,22
8667,[C][C][C][C][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][O][=O],10,2,3,16
8668,[C][C][=N][C][=Branch1][C][=O][C][=C][Branch1][Ring2][N][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1],9,3,3,7
8669,[C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][O][C][=Branch1][C][=O][O][C][C][C][C][C][C][=C][C][=C][Ring1][=C],18,0,4,26
8670,[N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],12,3,4,15
8671,[C][C][C][=Branch1][C][=O][C][Branch2][Ring1][#Branch1][C][C][C][C][C][C][O][C][=C][Branch1][C][Cl][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][C][C],21,0,4,29
8672,[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],10,2,3,16
8673,[C][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][=C][Ring1][N][C],10,1,5,9
8674,[C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][=N][N][C][=Branch1][C][=O][C][=N][C][=C][S][Ring1][Branch1],9,3,3,11
8675,[C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#C][C],14,2,1,18
8676,[C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N+1][=Branch1][C][=O][O-1],10,1,2,7
8677,[C][C][=Branch1][Ring1][=N][O][C][=Branch1][Ring1][=N][O][C][=C][C][=C][C][=C][Ring1][=Branch1],9,2,2,10
8678,[C][O][C][=C][Branch1][=Branch2][O][C][C][Branch1][C][O][C][O][C][=C][C][=C][Ring1][N],10,0,4,14
8679,[O][C][C][O][C][=C][C][=C][C][Branch1][Branch1][O][C][C][O][=C][Ring1][#Branch2],10,0,4,14
8680,[C][C][=Branch1][C][=O][C][C][Branch1][C][C][=N][C][C][N][=C][Branch1][C][C][C][C][Branch1][C][C][=O],12,2,2,20
8681,[C][=C][C][=Branch1][N][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][O][N+1][=Branch1][C][=O][O-1],7,2,4,6
8682,[C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][O],8,2,4,8
8683,[C][O][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=C][Ring1][P],16,0,3,14
8684,[C][O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],8,2,4,8
8685,[C][C][=C][C][Branch1][C][C][=N][C][Branch1][#C][O][C][=N][N][Branch1][C][C][C][Branch1][C][C][=C][Ring1][#Branch1][=N][Ring1][#C],11,4,1,14
8686,[N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],10,2,3,12
8687,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Ring1][#Branch1][C][C][N][C][Branch1][C][C][=O],13,2,2,16
8688,[C][C][C][C][C][Branch1][C][O][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Ring1][N][C][C][Ring1][P][C][C][C][Ring2][Ring1][Ring2][=O],19,0,3,26
8689,[C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][=N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],11,3,3,13
8690,[C][C][C][=C][Branch1][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],11,2,3,16
8691,[C][C][Branch1][C][C][C][C][Branch1][Ring2][C][C][O][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][O][=O],10,2,3,16
8692,[O][=S][=Branch1][C][=O][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1],12,0,2,22
8693,[C][C][C][C][Branch1][Ring2][C][C][O][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][C][Ring1][O][=O],9,2,3,14
8694,[C][O][C][=C][C][=C][C][=C][Branch1][Branch2][C][C][C][Branch1][C][C][=O][C][=C][C][Ring1][O][=C][Ring1][#C],15,0,2,16
8695,[C][C][Branch1][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],11,1,3,13
8696,[C][O][C][=C][Branch1][Ring1][O][C][C][=C][Branch1][#Branch1][C][O][C][Ring1][Branch1][=O][C][Branch1][Ring1][C][#N][=C][Ring1][=C],11,1,4,9
8697,[O][=C][Branch1][C][O][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][#C],14,0,4,10
